DocNo,DDate,CustID,Curncy,Creater,OrdAmt,CreateDate
87298DB,12/8/11,TECHWARE,USD,SHERRY,220,12/8/11
60142,12/7/11,JM,USD,JUDY,11652,12/7/11
60143,12/7/11,Polycore,USD,JUDY,192,12/7/11
87365,12/7/11,LOCA,USD,SHERRY,7120.8,12/7/11
60139,12/6/11,VOSS,USD,JUDY,2052,12/6/11
60140,12/6/11,PROT,USD,JUDY,915,12/6/11
60141,12/6/11,INNOV,USD,JUDY,605,12/6/11
87362,12/6/11,BFH,USD,VITA,1026,12/6/11
87363,12/6/11,DELSOL,USD,VITA,11821.68,12/6/11
87364,12/6/11,WIGG,USD,ANGELA,16584.96,12/6/11
211,12/2/11,UVWR,USD,SHERRY,1125,12/2/11
70672,12/2/11,COYOTE,USD,ANGELA,2286,12/2/11
87361,12/2/11,KAZ,USD,JUDY,1072,12/2/11
207,12/1/11,LAMP,USD,SHERRY,819,12/1/11
208,12/1/11,KLEA,USD,SHERRY,178,12/1/11
209,12/1/11,WIZA,USD,SHERRY,2318.72,12/1/11
210,12/1/11,IRID,USD,SHERRY,1490,12/1/11
60138,12/1/11,TOYA,USD,JUDY,30154.85,12/1/11
87359A,11/30/11,OJSC,USD,VITA,27600,11/30/11
87360,11/30/11,VAC,USD,SHERRY,7711.3,11/30/11
70671,11/29/11,QATARI,USD,ANGELA,36190.4,11/29/11
87359,11/29/11,OJSC,USD,VITA,27440,11/29/11
87355,11/28/11,INDU,USD,JUDY,5062,11/24/11
87358,11/28/11,KONG,USD,SHERRY,9440,11/28/11
87357,11/25/11,BALZER,USD,ANGELA,10733.3,11/25/11
60136,11/24/11,Polycore,USD,JUDY,72.37,11/24/11
60137,11/24/11,BUL,USD,JUDY,5675,11/24/11
87356,11/24/11,TECHWARE,USD,JUDY,49695,11/24/11
206,11/23/11,IRID,USD,SHERRY,4468.76,11/23/11
87354,11/23/11,VITO,USD,JUDY,6171.84,11/23/11
204,11/22/11,TOPG,USD,ANGELA,4202,11/22/11
205,11/22/11,OPTICAID,USD,SHERRY,22928.22,11/22/11
87353,11/22/11,ARIO,USD,JUDY,12288,11/22/11
203,11/21/11,UVWR,USD,SHERRY,7540,11/21/11
60135,11/21/11,PHU,USD,JUDY,600,11/21/11
87352,11/21/11,ups,USD,JUDY,9825,11/21/11
201,11/18/11,LIBE,USD,SHERRY,51884.64,11/18/11
202,11/18/11,UVWR,USD,SHERRY,300,11/18/11
60134,11/18/11,Wyler,USD,JUDY,4663,11/18/11
87351,11/18/11,CLUTE,USD,VITA,8430,11/18/11
200,11/17/11,GBIN,USD,SHERRY,6552,11/17/11
60133,11/17/11,IBN K,USD,JUDY,157.29,11/17/11
198,11/16/11,VICSA,USD,SHERRY,20217,11/16/11
199,11/16/11,ROC,USD,SHERRY,312,11/16/11
60131,11/16/11,Polycore,USD,JUDY,138,11/16/11
60132,11/16/11,Opop,USD,JUDY,748,11/16/11
87350,11/16/11,KAZ,USD,VITA,744,11/16/11
70670,11/14/11,PHILLIPS,USD,ANGELA,2960.25,11/14/11
70669,11/11/11,SCHMERLER,USD,ANGELA,39869,11/11/11
87348,11/11/11,CLUTE,USD,VITA,12303,11/11/11
197,11/10/11,NOIR,USD,SHERRY,4950,11/10/11
87346,11/10/11,NEBO,USD,VITA,10913.28,11/10/11
87347,11/10/11,PELI,USD,VITA,37248,11/10/11
00158-1,11/9/11,THUR,USD,SHERRY,360,11/9/11
60128,11/9/11,NUOVA,USD,JUDY,5752.52,11/8/11
60130,11/9/11,Gia,USD,JUDY,11822,11/9/11
87345,11/9/11,DG,USD,VITA,22703,11/9/11
9666,11/9/11,__,NTD,MAY,21420,11/9/11
194,11/8/11,PASS,USD,SHERRY,15982.5,11/8/11
195,11/8/11,CHIY,USD,SHERRY,4400,11/8/11
196,11/8/11,MEDNOVA,USD,SHERRY,8257,11/8/11
60126,11/8/11,Ploberger,USD,JUDY,13587,11/8/11
60127,11/8/11,HINDUSTAN,USD,JUDY,6240,11/8/11
70668,11/8/11,IL SUK,USD,ANGELA,2402,11/8/11
87343,11/8/11,RIDER,USD,VITA,771.2,11/8/11
87344,11/8/11,KDEEK,USD,VITA,3572,11/8/11
193,11/7/11,DAMA1,USD,SHERRY,5211,11/7/11
60124,11/7/11,SOUVENIR,USD,JUDY,82971.3,11/7/11
60125,11/7/11,AUSLINK,USD,JUDY,7986.6,11/7/11
70665,11/7/11,HELLY,USD,ANGELA,21031.8,11/7/11
70666,11/7/11,HELLY,USD,ANGELA,2316,11/7/11
70667,11/7/11,MOORE,USD,ANGELA,9622.5,11/7/11
87340,11/7/11,DELSOL,USD,VITA,8905.68,11/7/11
87341,11/7/11,LOGA,USD,VITA,32945.2,11/7/11
87342,11/7/11,EL,USD,VITA,14760,11/7/11
9665,11/7/11,__,NTD,MAY,57660,11/7/11
70664,11/4/11,SPECIALIST,USD,JUDY,1000,11/4/11
87338,11/4/11,BALZER,USD,VITA,7830,11/4/11
87339,11/4/11,SEKYE,USD,VITA,10854,11/4/11
60122,11/3/11,GLOBAL VISION,USD,JUDY,668,11/3/11
60123,11/3/11,Ploberger,USD,JUDY,4956,11/3/11
192,11/2/11,SIER,USD,VITA,8152,11/2/11
60121,11/2/11,BIRCHWOOD,USD,JUDY,3885.5,11/2/11
9664,11/2/11,__,NTD,MAY,13200,11/2/11
191,10/28/11,WINT,USD,SHERRY,1296,10/28/11
70663,10/28/11,GUARDSMAN,USD,ANGELA,37994.5,10/28/11
190,10/27/11,NOIR,USD,SHERRY,3580,10/27/11
60119,10/27/11,INNOV,USD,VITA,563,10/27/11
60120,10/27/11,HOON,USD,VITA,3765,10/27/11
70662,10/27/11,FALCON,USD,BONNIE,8080,10/27/11
169,10/26/11,GLOBAL,USD,SHERRY,32502,10/26/11
188,10/26/11,IRID,USD,SHERRY,3758,10/26/11
189,10/26/11,OPTICAID,USD,SHERRY,5669,10/26/11
70661,10/26/11,PT,USD,BONNIE,225,10/26/11
181,10/25/11,DEGI,USD,SHERRY,28704,10/25/11
185,10/25/11,FARK,USD,SHERRY,11322,10/25/11
186,10/25/11,LAMP,USD,SHERRY,6736.8,10/25/11
187,10/25/11,IRID,USD,SHERRY,2214,10/25/11
60117,10/25/11,Pla,USD,JUDY,18264,10/25/11
60118,10/25/11,SANTANA,USD,JUDY,6018,10/25/11
87336,10/25/11,KONG,USD,VITA,408,10/25/11
87337,10/25/11,PELI,USD,VITA,30897,10/25/11
60114,10/24/11,OSH,USD,JUDY,12330,10/24/11
60115,10/24/11,PROT,USD,JUDY,830,10/24/11
60116,10/24/11,Ploberger,USD,JUDY,5520,10/24/11
87335,10/24/11,STEREO,USD,VITA,9780,10/24/11
70660,10/21/11,COYOTE,USD,ANGELA,2791.5,10/21/11
87334,10/21/11,CLUTE,USD,VITA,9525,10/21/11
87332,10/20/11,KONG,USD,VITA,5070,10/20/11
87333,10/20/11,LOCA,USD,VITA,3735.2,10/20/11
87329,10/19/11,VITO,USD,VITA,1532.52,10/19/11
87329A,10/19/11,VITO,USD,VITA,19354.8,10/19/11
87330,10/19/11,UNIQ,USD,VITA,14960,10/19/11
87331,10/19/11,CAREHEALTY,USD,VITA,5850,10/19/11
60113,10/18/11,SOUVENIR,USD,JUDY,84882,10/18/11
182,10/17/11,LIBE,USD,VITA,58407.84,10/17/11
183,10/17/11,NOIR,USD,VITA,4950,10/17/11
184,10/17/11,ANDES,USD,VITA,48708,10/17/11
87326,10/17/11,DECTRA,USD,VITA,7193.04,10/17/11
87326A,10/17/11,DECTRA,USD,VITA,1821.84,10/17/11
87327,10/17/11,GROLLS,USD,VITA,7250,10/17/11
87328,10/17/11,KAZ,USD,VITA,1562,10/17/11
180,10/14/11,DEGI,USD,SHERRY,29922,10/14/11
87271A,10/14/11,RIDER,USD,VITA,777.6,10/14/11
HP1101318,10/14/11,HORMAN,NTD,VITA,120000,10/14/11
87325,10/13/11,PELI,USD,VITA,43953,10/13/11
60112,10/12/11,CA,USD,JUDY,2739.18,10/12/11
60111,10/11/11,SOUVENIR,USD,JUDY,82597.2,10/11/11
70659,10/11/11,MULTILENS,USD,ANGELA,2480,10/11/11
87323,10/11/11,KONG,USD,VITA,7243.68,10/11/11
87324,10/11/11,OTELO,USD,VITA,3578,10/11/11
179,10/7/11,VERO,USD,SHERRY,3205,10/7/11
176,10/6/11,IRID,USD,SHERRY,1260,10/6/11
177,10/6/11,KLEA,USD,SHERRY,3782.88,10/6/11
178,10/6/11,IRID,USD,SHERRY,3853,10/6/11
60110,10/6/11,PROT,USD,JUDY,760,10/6/11
70658,10/6/11,SAMSUNG,USD,BONNIE,470.5,10/6/11
87322,10/6/11,D&G,USD,VITA,3920,10/6/11
70657,10/5/11,IL SUK,USD,ANGELA,2318,10/5/11
174,10/4/11,PROS,USD,SHERRY,95392.5,10/4/11
175,10/4/11,TOPG,USD,SHERRY,3261,10/4/11
70656,10/4/11,CERKALL,USD,BONNIE,4724.6,10/4/11
87321,10/3/11,protex,USD,VITA,3396,10/3/11
173,9/30/11,ROC,USD,SHERRY,1709,9/30/11
60104,9/30/11,BIRCHWOOD,USD,JUDY,31248.38,9/21/11
70655,9/30/11,IL SUK,USD,BONNIE,370,9/30/11
87320,9/30/11,CLUTE,USD,VITA,11559,9/30/11
9662,9/30/11,__,NTD,MAY,28455,9/30/11
9663,9/30/11,YUANLUNG,NTD,MAY,44625,9/30/11
60109,9/29/11,SPECTRONICS,USD,JUDY,560,9/29/11
70654,9/29/11,AL,USD,ANGELA,8781,9/29/11
87319,9/29/11,TECHWARE,USD,VITA,2187,9/29/11
00146R1,9/28/11,LIBE,USD,SHERRY,65437.92,9/28/11
171,9/28/11,IRID,USD,SHERRY,784.08,9/28/11
172,9/28/11,WINT,USD,SHERRY,1850,9/28/11
60108,9/28/11,HORIZONE,USD,JUDY,5610,9/28/11
70653,9/28/11,JDM,USD,ANGELA,11377,9/28/11
87318,9/27/11,D&G,USD,VITA,3836,9/27/11
170,9/26/11,VICSA-BR,USD,SHERRY,75633.6,9/26/11
60107,9/26/11,ALBH,USD,JUDY,12030,9/26/11
87315,9/26/11,QUALITY,USD,VITA,8150,9/26/11
87316,9/26/11,TRAVERS,USD,VITA,3044.6,9/26/11
87317,9/26/11,TRAVERS,USD,VITA,4563.6,9/26/11
9661,9/26/11,__,NTD,MAY,7350,9/26/11
60106,9/23/11,INNOV,USD,JUDY,1745,9/23/11
70652,9/23/11,PSE,USD,BONNIE,7335,9/23/11
87314,9/23/11,KONG,USD,VITA,6989.96,9/23/11
9660,9/23/11,__,NTD,MAY,2520,9/23/11
60105,9/22/11,HOON,USD,JUDY,5064,9/22/11
70651,9/22/11,SAFETYWARE,USD,BONNIE,4152,9/22/11
87313,9/22/11,R&E,USD,VITA,17006.1,9/22/11
60103,9/21/11,BIRCHWOOD,USD,JUDY,3582,9/21/11
70650,9/21/11,WELLPATH,NTD,ANGELA,180000,9/21/11
87312,9/21/11,OJSC,USD,VITA,26695,9/21/11
87312A,9/21/11,OJSC,USD,VITA,27925,9/21/11
168,9/20/11,GATEOPTICAL,USD,SHERRY,471.2,9/20/11
87311,9/20/11,DELSOL,USD,VITA,4040.28,9/20/11
166,9/19/11,IDEAL,USD,SHERRY,9996,9/19/11
167,9/19/11,VICSA,USD,SHERRY,10602,9/19/11
60101,9/19/11,USHAFIRE,USD,JUDY,3406.5,9/19/11
60102,9/19/11,UMAIR ,USD,JUDY,11451,9/19/11
87310,9/19/11,KONG,USD,VITA,6552,9/19/11
70647,9/16/11,PRODUSCA,USD,ANGELA,106703.04,9/16/11
70648,9/16/11,SCHMERLER,USD,ANGELA,3180,9/16/11
70649,9/16/11,SENG,USD,ANGELA,1038,9/16/11
164,9/15/11,ROYA,USD,SHERRY,12890,9/15/11
165,9/15/11,IRID,USD,SHERRY,300,9/15/11
60099,9/15/11,Tiber,USD,JUDY,2340,9/15/11
60100,9/15/11,ARAM,USD,JUDY,4219,9/15/11
70646,9/15/11,HSD,USD,ANGELA,44880,9/15/11
87295,9/15/11,ARIO,USD,VITA,14535,8/24/11
87309,9/15/11,CLUTE,USD,VITA,12402,9/15/11
CR-0915,9/15/11,IRID,USD,SHERRY,690,9/15/11
161,9/14/11,SHAD,USD,SHERRY,2632.2,9/14/11
162,9/14/11,IRID,USD,SHERRY,1170,9/14/11
163,9/14/11,FAVO,NTD,SHERRY,28680,9/14/11
70644,9/14/11,FALCON,USD,ANGELA,44205,9/14/11
70645,9/14/11,PHILLIPS,USD,ANGELA,264,9/14/11
87307,9/14/11,TIDA,USD,VITA,504,9/14/11
87308,9/14/11,LOGA,USD,VITA,1828,9/14/11
159,9/13/11,DEGI,USD,SHERRY,6324,9/13/11
160,9/13/11,VICSA-BR,USD,SHERRY,73845,9/13/11
70642,9/13/11,CONG ,USD,ANGELA,13938,9/13/11
70643,9/13/11,QSN,USD,ANGELA,1613,9/13/11
87293,9/13/11,EYEREX,USD,VITA,4240,8/19/11
87304,9/13/11,PELI,USD,VITA,19869,9/13/11
87305,9/13/11,STOXDAL,USD,VITA,8452.2,9/13/11
87306,9/13/11,TECHWARE,USD,VITA,639,9/13/11
158,9/9/11,THUR,USD,SHERRY,3552,9/9/11
CR-87183,9/8/11,EYEREX,USD,SHERRY,245,9/8/11
60098,9/7/11,SPECTRONICS,USD,JUDY,17100,9/7/11
156,9/6/11,TOMAS,USD,SHERRY,1635,9/6/11
157,9/6/11,IRID,USD,SHERRY,17325,9/6/11
87302,9/6/11,ANDERCO,USD,VITA,19735,9/6/11
87303,9/6/11,TIDA,USD,VITA,4932,9/6/11
154,9/5/11,LIBE,USD,SHERRY,1267.2,9/5/11
155,9/5/11,IRID,USD,SHERRY,108,9/5/11
153,9/2/11,UVWR,USD,SHERRY,5094,9/2/11
60097,9/2/11,INNOV,USD,JUDY,158.12,9/2/11
87301,9/2/11,RAYONG,USD,VITA,8570,9/2/11
151,9/1/11,COME,USD,SHERRY,8940,9/1/11
152,9/1/11,IRID,USD,SHERRY,510,9/1/11
70639,9/1/11,SINHAN,USD,ANGELA,7329,8/19/11
150,8/31/11,IRID,USD,SHERRY,1451,8/31/11
147,8/30/11,VICSA-BR,USD,SHERRY,70662,8/30/11
148,8/30/11,KROS,USD,SHERRY,13167,8/30/11
149,8/30/11,ROYA,USD,SHERRY,8430,8/30/11
60096,8/30/11,REXRAM,USD,JUDY,6697.32,8/30/11
70641,8/30/11,SCHMERLER,USD,ANGELA,42945.2,8/30/11
87299,8/30/11,CLUTE,USD,VITA,25992,8/30/11
87300,8/30/11,KONG,USD,VITA,4200,8/30/11
146,8/26/11,LIBE,USD,SHERRY,66918.96,8/26/11
87297A,8/26/11,PORTWEST,USD,VITA,3500,8/26/11
87296,8/25/11,DELSOL,USD,VITA,1728,8/25/11
87297,8/25/11,PORTWEST,USD,VITA,13374,8/25/11
87298,8/25/11,TECHWARE,USD,VITA,75169,8/25/11
70640,8/24/11,BIGCOMPRA,USD,ANGELA,81110,8/24/11
87294,8/23/11,KONG,USD,VITA,3131.4,8/23/11
60092,8/22/11,JYRSA,USD,JUDY,15922.9,8/3/11
87288A,8/18/11,CELICA,USD,VITA,9898.8,8/18/11
70638,8/17/11,EXCELLENT,USD,BONNIE,6162,8/17/11
87291,8/17/11,DELSOL,USD,VITA,4153.68,8/17/11
87292,8/17/11,CLUTE,USD,VITA,10971,8/17/11
87289,8/16/11,KONG,USD,VITA,1320,8/16/11
87290,8/16/11,NAGY,USD,VITA,1781,8/16/11
145,8/15/11,PASS,USD,SHERRY,3353.92,8/15/11
70637,8/15/11,OPTISUR,USD,BONNIE,2474.52,8/15/11
60095,8/12/11,Wyler,USD,JUDY,26325,8/12/11
87284,8/12/11,D&G,USD,VITA,6700,8/12/11
87285,8/12/11,JAMES,USD,VITA,1675,8/12/11
87286,8/12/11,QUAL,USD,VITA,17970,8/12/11
87287,8/12/11,MAGN,USD,VITA,10830,8/12/11
139,8/11/11,COLV1,USD,SHERRY,196253.98,8/11/11
144,8/11/11,NOIR,USD,SHERRY,4880,8/11/11
87282,8/11/11,PELI,USD,VITA,16617,8/11/11
87283,8/11/11,MCCRAY,USD,VITA,2754,8/11/11
70636,8/10/11,SENG,USD,ANGELA,924,8/10/11
60094,8/9/11,SOUVENIR,USD,JUDY,22160,8/9/11
87281,8/9/11,BANGKOK,USD,VITA,9913,8/9/11
87280,8/8/11,DELSOL,USD,VITA,8291.16,8/8/11
9659,8/8/11,__,USD,MAY,52080,8/8/11
HP11080504,8/8/11,HORMAN,NTD,VITA,79200,8/8/11
141,8/4/11,UVWR,USD,SHERRY,3261,8/4/11
142,8/4/11,VICSA-PE,USD,SHERRY,4777.8,8/4/11
143,8/4/11,ROC,USD,SHERRY,5751,8/4/11
60093,8/4/11,SOUVENIR,USD,JUDY,25120,8/4/11
87183A,8/4/11,EYEREX,USD,VITA,65,8/4/11
87279,8/4/11,CLUTE,USD,VITA,5487,8/4/11
140,8/3/11,IRID,USD,SHERRY,1500.24,8/3/11
87249,8/3/11,SILV,USD,VITA,18202,6/17/11
87277,8/3/11,CELICA,USD,VITA,5826,8/3/11
87278,8/3/11,VAC,USD,VITA,7353.1,8/3/11
CR-080200,8/2/11,LAMP,USD,SHERRY,319.48,8/2/11
60091,8/1/11,USHAFIRE,USD,JUDY,8300,8/1/11
70634,8/1/11,SAFETYWARE,USD,ANGELA,174,8/1/11
70635,8/1/11,IL SUK,USD,ANGELA,7652,8/1/11
87275,8/1/11,DECTRA,USD,VITA,10389.92,8/1/11
87276,8/1/11,DECTRA,USD,VITA,1485.12,8/1/11
DB-080100,8/1/11,LAMP,USD,SHERRY,319.48,8/1/11
87274,7/29/11,KESKIN,USD,VITA,35640,7/29/11
70633,7/28/11,PT,USD,BONNIE,10447.5,7/28/11
87272,7/28/11,TECHWARE,USD,VITA,11845.8,7/28/11
87273,7/28/11,SIG,USD,VITA,2520,7/28/11
138,7/27/11,DEGI,USD,SHERRY,6354,7/27/11
87270,7/27/11,VITO,USD,VITA,16403.88,7/27/11
87270A,7/27/11,VITO,USD,VITA,15261.24,7/27/11
87271,7/27/11,RIDER,USD,VITA,8007,7/27/11
136,7/26/11,VICSA-BR,USD,SHERRY,70050,7/26/11
137,7/26/11,GROB,USD,SHERRY,268,7/26/11
70632,7/26/11,IMAGEM,USD,BONNIE,10654,7/26/11
87269,7/25/11,LOCA,USD,VITA,5533,7/25/11
135,7/22/11,UVWR,USD,SHERRY,22900,7/22/11
134,7/21/11,DEGI,USD,SHERRY,18348,7/21/11
87268,7/21/11,DELSOL,USD,VITA,3672,7/21/11
9658,7/21/11,YUANLUNG,NTD,MAY,89250,7/21/11
133,7/20/11,UVWR,USD,SHERRY,1746,7/20/11
70630,7/20/11,PHILLIPS,USD,ANGELA,978,7/20/11
70631,7/20/11,FENIX ,USD,ANGELA,24823.78,7/20/11
87267,7/20/11,TECHWARE,USD,VITA,66252,7/20/11
70629,7/19/11,SENG,USD,ANGELA,1038,7/19/11
131,7/18/11,LIBE,USD,SHERRY,61773.12,7/18/11
132,7/18/11,VICSA,USD,SHERRY,15393,7/18/11
130,7/15/11,UVWR,USD,SHERRY,2520,7/15/11
87264A,7/15/11,OJSC,USD,VITA,25815,7/15/11
87266,7/15/11,CLUTE,USD,VITA,8535,7/15/11
9657,7/15/11,__,NTD,MAY,35020,7/15/11
70628,7/14/11,FALCON,USD,BONNIE,14337,7/14/11
87264,7/14/11,OJSC,USD,VITA,20597,7/14/11
87265,7/14/11,D&G,USD,VITA,3190,7/14/11
127,7/13/11,OPTICAID,USD,SHERRY,4073.4,7/13/11
128,7/13/11,TOPG,USD,SHERRY,4347.4,7/13/11
129,7/13/11,MOTIV,USD,SHERRY,2152.5,7/13/11
70627,7/13/11,SCHMERLER,USD,BONNIE,3180,7/13/11
87263,7/13/11,DELSOL,USD,VITA,3258.36,7/13/11
125,7/12/11,ROC,USD,SHERRY,3341,7/12/11
126,7/12/11,UVWR,USD,SHERRY,9394,7/12/11
60090,7/11/11,SOUVENIR,USD,JUDY,34026,7/11/11
70625,7/11/11,SENG,USD,BONNIE,1080,7/11/11
70626,7/11/11,SENG,USD,BONNIE,1080,7/11/11
60089,7/8/11,AME,USD,JUDY,1216,7/8/11
70623,7/8/11,VER,USD,BONNIE,1760.4,7/8/11
70624,7/8/11,GASPART,USD,BONNIE,1760.4,7/8/11
87262,7/8/11,KONG,USD,SHERRY,2364,7/8/11
122,7/7/11,LIBE,USD,SHERRY,5054.4,7/7/11
123,7/7/11,WINT,USD,SHERRY,1260,7/7/11
124,7/7/11,IRID,USD,SHERRY,1875,7/7/11
60088,7/6/11,SOUVENIR,USD,JUDY,150854,7/6/11
70622,7/6/11,CAPRI OPTICS,USD,BONNIE,6958,7/6/11
87218a-1,7/6/11,OJSC,USD,VITA,1340,7/6/11
87260,7/6/11,INDU,USD,VITA,5750,7/6/11
87261,7/6/11,KAZ,USD,VITA,980,7/6/11
121,7/5/11,IRID,USD,SHERRY,2140,7/5/11
60084,7/5/11,REXRAM,USD,JUDY,7682.82,7/4/11
60087,7/5/11,INNOV,USD,JUDY,50.4,7/5/11
70621,7/5/11,SENG,USD,BONNIE,1062,7/5/11
87259,7/5/11,OZCO,USD,VITA,31263,7/5/11
119,7/4/11,MAJOR,USD,SHERRY,26715,7/4/11
120,7/4/11,IRID,USD,SHERRY,666,7/4/11
70620,7/4/11,BAN,USD,BONNIE,3164.5,7/4/11
87258,7/4/11,KONG,USD,VITA,3888,7/4/11
70619,7/1/11,PROT-CAP ,USD,BONNIE,106380,7/1/11
87256,7/1/11,DELSOL,USD,VITA,4376.7,7/1/11
87257,7/1/11,PELI,USD,VITA,33369,7/1/11
HP11062902,6/30/11,HORMAN,NTD,VITA,61000,6/30/11
118,6/29/11,OPTICAID,USD,SHERRY,6883.2,6/29/11
60085,6/29/11,SPECTRONICS,USD,JUDY,3500,6/29/11
60086,6/29/11,VIS,USD,JUDY,996,6/29/11
70618,6/29/11,PHILLIPS,USD,BONNIE,4140,6/29/11
70617,6/28/11,AL,USD,BONNIE,27080,6/28/11
115,6/27/11,DUBR,USD,SHERRY,5070,6/27/11
116,6/27/11,OPTICAID,USD,SHERRY,6664.14,6/27/11
117,6/27/11,MANN,USD,SHERRY,5099.77,6/27/11
60083,6/27/11,NSP,USD,JUDY,15540,6/27/11
87255,6/27/11,NEBO,USD,VITA,15414.72,6/27/11
112,6/24/11,VICSA-BR,USD,SHERRY,74829,6/24/11
113,6/24/11,GATEOPTICAL,USD,SHERRY,26845,6/24/11
114,6/24/11,ARTH,USD,SHERRY,1286,6/24/11
70616,6/24/11,SINHAN,USD,BONNIE,6498,6/24/11
87036C,6/24/11,SIG,USD,VITA,9306,6/24/11
87254,6/24/11,PELI,USD,VITA,119925,6/24/11
87253,6/23/11,KAZ,USD,VITA,2824.5,6/23/11
60082,6/22/11,Polycore,USD,JUDY,968,6/22/11
70614,6/22/11,PT,USD,BONNIE,2258,6/22/11
70615,6/22/11,PETROLEUM,USD,BONNIE,276,6/22/11
87141A,6/22/11,CAREHEALTY,USD,VITA,657.6,6/22/11
111,6/21/11,MAJOR,USD,SHERRY,39422.4,6/21/11
87252,6/21/11,R-KONTAKT,USD,VITA,10527,6/21/11
60081,6/20/11,RED ROCK,USD,JUDY,1053,6/20/11
70613,6/20/11,SCHMERLER,USD,BONNIE,50094,6/20/11
87250,6/20/11,CLUTE,USD,VITA,6057,6/20/11
87251,6/20/11,DG,USD,VITA,1617.2,6/20/11
110,6/17/11,PROTRIEM,USD,SHERRY,1824,6/17/11
60080,6/17/11,Global S,USD,JUDY,2033.8,6/17/11
87248,6/17/11,STRA,USD,VITA,4922,6/17/11
109,6/16/11,IRID,USD,SHERRY,9291,6/16/11
60079,6/16/11,TOYA,USD,JUDY,31267.24,6/16/11
70612,6/16/11,MOOR OPTIK,USD,BONNIE,1000,6/16/11
87247,6/16/11,KONG,USD,VITA,1332,6/16/11
100,6/15/11,3F,USD,SHERRY,8220,6/15/11
107,6/15/11,MEDNOVA,USD,SHERRY,8217,6/15/11
108,6/15/11,IOS,USD,SHERRY,10920,6/15/11
106,6/14/11,OPTICAID,USD,SHERRY,3955.88,6/14/11
60078,6/14/11,YATO CHINA,USD,JUDY,2952.21,6/14/11
70611,6/14/11,GUARDSMAN,USD,BONNIE,38135,6/14/11
87245,6/14/11,KONG,USD,VITA,11617.2,6/14/11
87246,6/14/11,STOXDAL,USD,VITA,3780,6/14/11
70610,6/13/11,PROFIX,USD,BONNIE,19738.2,6/13/11
87244,6/13/11,PELI,USD,SHERRY,19461,6/13/11
87243,6/10/11,DELSOL,USD,VITA,2789.64,6/10/11
60076,6/9/11,SOUVENIR,USD,JUDY,74430,6/9/11
60077,6/9/11,TOYA,USD,JUDY,29682.78,6/9/11
105,6/8/11,FARK,USD,SHERRY,38022,6/8/11
HP11060210,6/8/11,HORMAN,NTD,VITA,16374,6/8/11
70608,6/7/11,GEVANTA,USD,BONNIE,5120,6/7/11
70609,6/7/11,FALCON,USD,BONNIE,2025,6/7/11
103,6/3/11,VICSA-BR,USD,SHERRY,66937.5,6/3/11
104,6/3/11,URSU,USD,SHERRY,1176,6/3/11
70607,6/3/11,PRODUSCA,USD,BONNIE,105813.12,6/3/11
87242,6/3/11,SEKYE,USD,VITA,11186,6/3/11
9656,6/3/11,__,NTD,MAY,7300,6/3/11
102,6/2/11,ROYA,USD,SHERRY,18900.6,6/2/11
87239,6/2/11,KONG,USD,VITA,978,6/2/11
87240,6/2/11,BALZER,USD,VITA,4862,6/2/11
87241,6/2/11,PALM,USD,VITA,8186.4,6/2/11
101,6/1/11,ROC,USD,SHERRY,6257.5,6/1/11
60075,6/1/11,PROT,USD,JUDY,1045,6/1/11
70606,6/1/11,KPR,USD,BONNIE,2439,6/1/11
87236,6/1/11,BJORNKLADER,USD,VITA,441,6/1/11
87237,6/1/11,BALZER,USD,VITA,16242,6/1/11
87238,6/1/11,CLUTE,USD,VITA,13311,6/1/11
70605,5/31/11,MOLNAR,USD,BONNIE,7686.4,5/31/11
99,5/30/11,DEGI,USD,SHERRY,26196,5/30/11
60046-2,5/30/11,UMAIR ,USD,JUDY,9973,5/30/11
70604,5/30/11,JDM,USD,BONNIE,11896,5/30/11
87231,5/30/11,DELSOL,USD,VITA,10541.88,5/30/11
87232,5/30/11,PELI,USD,VITA,63792,5/30/11
87233,5/30/11,EVANEY,USD,VITA,3574.2,5/30/11
87234,5/30/11,BJORNKLADER,USD,VITA,8141,5/30/11
87235,5/30/11,BINTEC,USD,VITA,4374,5/30/11
98,5/27/11,LIBE,USD,SHERRY,2505.6,5/27/11
87225,5/27/11,MAPE,USD,VITA,4800,5/27/11
87230,5/27/11,ups,USD,VITA,5883,5/27/11
87229,5/26/11,TIDA,USD,BONNIE,3477,5/26/11
97,5/25/11,NOIR,USD,SHERRY,2970,5/25/11
60074,5/25/11,Four,USD,JUDY,1520,5/25/11
70552-3,5/25/11,ABO,USD,BONNIE,17400,5/25/11
70603,5/25/11,SAFETYWARE,USD,BONNIE,4119,5/25/11
87227,5/25/11,PELI,USD,VITA,24030,5/25/11
87228,5/25/11,LOGA,USD,VITA,19781.28,5/25/11
95,5/24/11,GATEOPTICAL,USD,SHERRY,433,5/24/11
96,5/24/11,IRID,USD,SHERRY,3127.66,5/24/11
60073,5/24/11,USHAFIRE,USD,JUDY,7017.5,5/24/11
87224,5/24/11,KONG,USD,VITA,1521,5/24/11
87226,5/24/11,LOCA,USD,VITA,8382,5/24/11
87221,5/23/11,DELSOL,USD,VITA,1394.82,5/23/11
87222,5/23/11,KONG,USD,VITA,7392,5/23/11
87223,5/23/11,ZOOM-1,USD,VITA,1620.1,5/23/11
94,5/20/11,FERN,USD,SHERRY,510,5/20/11
